Data Set 1:Time(s),Data Set 1:Position(m),Data Set 1:Velocity(m/s),Data Set 1:Acceleration(m/s²)
3.2999999999999998,0.30739998817443848,0.75429295399774821,0.64746875923502178
3.3330000000000002,0.33250001072883606,0.72474760138225702,-1.2120365377529563
3.3660000000000001,0.35600000619888306,0.65429292945348116,-2.3087936190127216
3.399,0.37630000710487366,0.56212116973568793,-2.9342251738717988
3.4319999999999999,0.39350000023841858,0.45412455243293731,-3.3044393219507593
3.4649999999999999,0.40630000829696655,0.34149826476068129,-3.5585941685319269
3.4980000000000002,0.41629999876022339,0.21969685048767962,-3.7893655956697478
3.5310000000000001,0.42109999060630798,0.088468068577223849,-3.9127935149585347
3.5640000000000001,0.4221000075340271,-0.042508321779745693,-3.8972785882316159
3.597,0.41830000281333923,-0.17247476963081784,-3.7532325941179892
3.6299999999999999,0.41040000319480896,-0.29250848975647209,-3.5306781626332486
3.6629999999999998,0.39869999885559082,-0.40336713345363789,-3.3356850048105393
3.6960000000000002,0.383899986743927,-0.51363635344135916,-3.0808916444266803
3.7290000000000001,0.36460000276565552,-0.61456221924085064,-2.5696785906985338
3.762,0.3425000011920929,-0.68888898550059385,-1.7779508164079318
3.7949999999999999,0.31869998574256897,-0.74267678389244285,-0.4300847417295019
3.8279999999999998,0.29289999604225159,-0.75008401565680005,1.9543785593196841
3.8610000000000002,0.26640000939369202,-0.65319863483560425,5.1808757928458107
3.8940000000000001,0.24259999394416809,-0.35791250842588956,6.7266374884712086
3.927,0.24390000104904175,-0.090993263504722033,4.8258970342982428
3.96,0.24359999597072601,-0.018602669841111308,2.0670374337902722
3.9929999999999999,0.24390000104904175,-0.0057238270136643734,0.58072264439586097
4.0259999999999998,0.24330000579357147,-0.013131309639323787,0.18677074584607536
4.0590000000000002,0.24220000207424164,0.0006733117280183096,0.17012052392474197
4.0919999999999996,0.24359999597072601,0.0077440256020838497,-0.0095651639755356538
4.125,0.24359999597072601,-0.0057239524443140699,-0.03514309188325393
4.1580000000000004,0.24259999394416809,-0.0043771282992379245,0.16679217728866372
4.1909999999999998,0.24259999394416809,0.014225591714133351,0.14121374259044153
4.2240000000000002,0.2442999929189682,0.013552242356920118,-0.10486430981897966
4.2569999999999997,0.24390000104904175,0.0018518706564148663,-0.21872796257373414
4.29,0.2442999929189682,-0.0085858534080812815,-0.11393407551856173
4.3230000000000004,0.24289999902248383,-0.0063130876632651834,0.055053233164468147
4.3559999999999999,0.24390000104904175,-0.0033670478196256523,0.27066302990559049
4.3890000000000002,0.24259999394416809,0.003114405404839054,0.94718234060608353
4.4219999999999997,0.2442999929189682,0.028198628814934925,2.6286300458628502
4.4550000000000001,0.24259999394416809,0.12819866590226942,5.4166817613170721
4.4880000000000004,0.24529999494552612,0.429040416824296,6.7260013713652986
4.5209999999999999,0.27219998836517334,0.69351866841316356,4.5163333776651298
4.5540000000000003,0.29840001463890076,0.75286200351586841,1.2764408792537976
4.5869999999999997,0.32359999418258667,0.73173388788595928,-0.87264398390510112
4.6200000000000001,0.34729999303817749,0.6686027353058771,-2.0781606090313853
4.6529999999999996,0.36840000748634338,0.58198649975587236,-2.7052937235662959
4.6859999999999999,0.38589999079704285,0.48526928380683371,-3.1033519660829487
4.7190000000000003,0.40079998970031738,0.37516851718176908,-3.4017908848709322
4.7519999999999998,0.41080000996589661,0.25867023552307017,-3.6231437794191224
4.7850000000000001,0.41800001263618469,0.13611109469474791,-3.8186327895176113
4.8179999999999996,0.42010000348091125,0.0042928138164558807,-3.9178984368232199
4.851,0.41830000281333923,-0.12786209783971444,-3.8461915714596344
4.8840000000000003,0.41139999032020569,-0.2527778297161013,-3.6519075191336388
4.9169999999999998,0.40139999985694885,-0.36919189723653889,-3.4097985760458571
4.9500000000000002,0.38699999451637268,-0.48106058378412347,-3.0569445578032028
4.9829999999999997,0.36910000443458557,-0.57432665066285582,-2.5817235017271458
5.016,0.34869998693466187,-0.65260944944439181,-1.9893789791178556
5.0490000000000004,0.32559999823570251,-0.71380459248818962,-0.96064404783798318
5.0819999999999999,0.30120000243186951,-0.74208747307058276,0.99111046639064959
5.1150000000000002,0.27500000596046448,-0.69419198014118189,4.0813563021292625
5.1479999999999997,0.24879999458789825,-0.4574075115449503,6.4483926086700114
5.181,0.24259999394416809,-0.15900674141215931,5.5976441284042773
5.2140000000000004,0.24459999799728394,-0.030471369473621099,2.8968847122694465
5.2469999999999999,0.24359999597072601,-0.0046296327403097378,0.97935093120651884
5.2800000000000002,0.2442999929189682,-0.003198569370841346,0.19513339097845636
5.3129999999999997,0.24330000579357147,-0.0047137465340521311,0.011689798699147066
5.3460000000000001,0.24390000104904175,-0.0022727908309461337,-0.051582847931464441
5.3789999999999996,0.24359999597072601,-0.011026984714097071,-0.020972046875734857
5.4119999999999999,0.24259999394416809,-0.0057238395567293316,0.068446154143525992
5.4450000000000003,0.24330000579357147,-0.0015151019048208947,0.036560236504921177
5.4779999999999998,0.24289999902248383,-0.0066498564148591557,0.077088769355050227
5.5110000000000001,0.24220000207424164,0.0041245360567112241,0.094874064749943268
5.5439999999999996,0.24359999597072601,0.0040403595476439539,0.0016308307261193556
5.577,0.24259999394416809,0.00050513431279349365,0.011975385706377325
5.6100000000000003,0.24330000579357147,0.0047138970508318794,0.087716757482895383
5.6429999999999998,0.24330000579357147,-0.0010943197040044095,0.55904004555888231
5.6760000000000002,0.24289999902248383,0.017171631557772831,1.9037880916604311
5.7089999999999996,0.24359999597072601,0.083333314067185429,4.3078094940787457
5.742,0.24289999902248383,0.30757578384595152,6.2643125508662365
5.7750000000000004,0.26150000095367432,0.59377102287931505,5.3361183201260545
5.8079999999999998,0.28769999742507935,0.72415817767281465,2.3838260647809029
5.8410000000000002,0.31319999694824219,0.72600997307083948,-0.1220109752716972
5.8739999999999997,0.33629998564720154,0.67920867441479238,-1.5492298953243699
5.907,0.35839998722076416,0.61026945559665102,-2.3670313231007776
5.9400000000000004,0.37729999423027039,0.51767697639336907,-2.8985123649967517
5.9729999999999999,0.39280000329017639,0.41439416833999654,-3.2535671421200032
6.0060000000000002,0.40490001440048218,0.30075766221441458,-3.5172899822570511
6.0389999999999997,0.41280001401901245,0.18080790536572242,-3.7122804583133342
6.0720000000000001,0.41699999570846558,0.05462938787961219,-3.8430738385105787
6.1050000000000004,0.41659998893737793,-0.076851911014980775,-3.8281923365650576
6.1379999999999999,0.41179999709129333,-0.20361950100471712,-3.6352563469801118
6.1710000000000003,0.40279999375343323,-0.3191077147268695,-3.357294551908002
6.2039999999999997,0.3903999924659729,-0.42314797338813354,-3.1077463676608184
6.2370000000000001,0.37490001320838928,-0.52424231763640738,-2.8263146307973748
6.2699999999999996,0.35559999942779541,-0.6159090684720564,-2.3182180324838497
6.3029999999999999,0.33360001444816589,-0.68577446720816526,-1.4184372119640012
6.3360000000000003,0.30979999899864197,-0.72643116919279915,0.17295603791175562
6.3689999999999998,0.28459998965263367,-0.70951180375786471,2.7682853654204425
6.4020000000000001,0.25879999995231628,-0.55774401635032012,5.5065952233565669
6.4349999999999996,0.24330000579357147,-0.27962967201515482,6.1363482547515433
6.468,0.24259999394416809,-0.0638048155139192,4.0839797665228312
6.5010000000000003,0.2442999929189682,-0.00075758858160539233,1.5494464954741864
6.5339999999999998,0.2442999929189682,-0.0081648956043551841,0.26570445435711648
6.5670000000000002,0.24330000579357147,-0.016329954268555092,0.088425197817035325
6.5999999999999996,0.24259999394416809,-0.0076600121528612721,0.23686611085714923
6.633,0.24259999394416809,0.0077441008604736032,0.2127057076639742
6.6660000000000004,0.24359999597072601,0.011195300103036654,0.038545239886501464
6.6989999999999998,0.24359999597072601,0.0058922678332537616,-0.049739524170204198
6.7320000000000002,0.24359999597072601,0.0081650084919399849,-0.12923823018643751
6.7649999999999997,0.24459999799728394,-0.0013467739728163371,-0.21086253171661215
6.798,0.24359999597072601,-0.0122053178673239,-0.11435936777477231
6.8310000000000004,0.24330000579357147,-0.010437686435301291,0.039039603465173656
6.8639999999999999,0.24289999902248383,-0.0069865875372581718,0.17720612033544961
6.8970000000000002,0.24289999902248383,-0.0026936608332174886,0.53218802520743325
6.9299999999999997,0.24259999394416809,0.011616145019178042,1.5172780843620524
6.9630000000000001,0.24289999902248383,0.068013477907437531,3.3659418338153895
6.9960000000000004,0.2442999929189682,0.21725597004296393,5.4506920602840765
7.0289999999999999,0.25290000438690186,0.48299675638025547,5.7558607452000565
7.0620000000000003,0.2784000039100647,0.68392263418095045,3.4666226724876332
7.0949999999999998,0.303600013256073,0.72095953304358373,0.67949197486772694
7.1280000000000001,0.32739999890327454,0.69074056766651415,-1.1303405887153035
7.1609999999999996,0.3497999906539917,0.62424242998213098,-2.1370389596655062
7.194,0.36910000443458557,0.53939401401012166,-2.6799980040624032
7.2270000000000003,0.38560000061988831,0.44419192505203925,-3.0620458371111225
7.2599999999999998,0.39869999885559082,0.33754215698049589,-3.4057612294944444
7.2930000000000001,0.4083000123500824,0.21717168064631234,-3.6553815680396582
7.3259999999999996,0.41319999098777771,0.090909074452589667,-3.7306279216330984
7.359,0.41420000791549683,-0.033164892333123641,-3.6683480776001196
7.3920000000000003,0.41080000996589661,-0.15143109391434029,-3.5707814665759976
7.4249999999999998,0.4041999876499176,-0.26784513634864776,-3.4741344691541962
7.4580000000000002,0.39320001006126404,-0.38434339292121722,-3.2611469542954885
7.4909999999999997,0.37839999794960022,-0.48703710338483369,-2.9102049299274029
7.524,0.36079999804496765,-0.57853535068556627,-2.4461787705069482
7.5570000000000004,0.33980000019073486,-0.65336700039680573,-1.7525145258880219
7.5899999999999999,0.31700000166893005,-0.70446133864447846,-0.54395029494869196
7.6230000000000002,0.29289999604225159,-0.71658260543338503,1.5825349741884989
7.6559999999999997,0.26769998669624329,-0.6443602519003232,4.7054458651751725
7.6890000000000001,0.24289999902248383,-0.3668349048103931,6.4531402854617497
7.7220000000000004,0.24390000104904175,-0.098989868806267256,4.7597888314480201
7.7549999999999999,0.24359999597072601,-0.027441027690264488,2.0975745179439094
7.7880000000000003,0.24330000579357147,-0.013888860591734333,0.72583168438263657
7.8209999999999997,0.24220000207424164,-0.0079125416800630826,0.32770113975401322
7.8540000000000001,0.24259999394416809,0.0048821120952516383,0.22397148108317241
7.8869999999999996,0.24289999902248383,0.0080808194398077089,0.12158670715461301
7.9199999999999999,0.24289999902248383,0.014814789648409132,-0.033159366036071163
7.9530000000000003,0.2442999929189682,0.0085858910372763105,-0.23268533203493647
7.9859999999999998,0.24390000104904175,-0.0083332486224897192,-0.19598410218850407
8.0190000000000001,0.24330000579357147,-0.012205430754908821,0.054769282668241666
8.0519999999999996,0.24259999394416809,-0.0023569673400133666,0.23332382472136379
8.0850000000000009,0.24289999902248383,0.013888873134799138,0.11910728740368277
8.1180000000000003,0.2442999929189682,0.010185219623424512,-0.12271913053616386
8.1509999999999998,0.24390000104904175,-0.0046295449388550096,-0.022107289279465498
8.1839999999999993,0.24330000579357147,-0.0024411313060157262,0.64385337912716889
8.2170000000000005,0.2442999929189682,0.0089224967290256075,2.3043999776206281
8.25,0.2418999969959259,0.099915860578266402,5.1207233180935932
8.2829999999999995,0.24359999597072601,0.38762638966242263,6.5317172768066705
8.3160000000000007,0.26840001344680786,0.64983166227436706,4.4991145895888378
8.3490000000000002,0.29359999299049377,0.71363633981458108,1.3536030170925237
8.3819999999999997,0.3174000084400177,0.69385524901878737,-0.72583343703320213
8.4149999999999991,0.33980000019073486,0.63796291246959835,-1.8496559396792096
8.4480000000000004,0.36010000109672546,0.56077439576286769,-2.4482342283267338
8.4809999999999999,0.37700000405311584,0.4735689121063329,-2.878319867497805
8.5139999999999993,0.39179998636245728,0.37037036836347809,-3.2493125724887597
8.5470000000000006,0.4018000066280365,0.25513472179772351,-3.4833451120557584
8.5800000000000001,0.40869998931884766,0.13653206504153939,-3.5906900769275585
8.6129999999999995,0.41080000996589661,0.016414281294401981,-3.6230722797254824
8.6460000000000008,0.40970000624656677,-0.10143097502615285,-3.6487227631404018
8.6790000000000003,0.40450000762939453,-0.22828290458480313,-3.5432196227746977
8.7119999999999997,0.39419999718666077,-0.34191926019360613,-3.2385445623678684
8.7449999999999992,0.3815000057220459,-0.4419192721948062,-2.9005682134675328
8.7780000000000005,0.36489999294281006,-0.53341761984006053,-2.5202197756769302
8.8109999999999999,0.34599998593330383,-0.61228941586684149,-1.973790947860709
8.8439999999999994,0.3239000141620636,-0.67180124196138913,-1.0240614781806761
8.8770000000000007,0.30120000243186951,-0.69932675973734515,0.66858109205716765
8.9100000000000001,0.27669999003410339,-0.66910784453254324,3.4287195150536154
8.9429999999999996,0.25119999051094055,-0.46809753936147591,5.7937702586315796
8.9760000000000009,0.24330000579357147,-0.19595948885185535,5.4620985842076131
9.0090000000000003,0.24289999902248383,-0.047558874694586591,3.2218217954975152
9.0419999999999998,0.24330000579357147,-0.002441030961495793,1.2784255342168998
9.0749999999999993,0.24330000579357147,0.0047979355861843152,0.28292063457397326
9.1080000000000005,0.24390000104904175,-0.00193609733774201,-0.010982488085505842
9.141,0.24289999902248383,-0.0026094717810852715,0.0042521518182150877
9.1739999999999995,0.24359999597072601,0.00075761366773530712,0.0087156352766658701
9.2070000000000007,0.24330000579357147,-0.0035353381224352276,0.046409213720923888
9.2400000000000002,0.24289999902248383,0.003366947475105863,0.078719357244054863
9.2729999999999997,0.24359999597072601,0.00757577292846923,-0.039536110345355917
9.3059999999999992,0.24390000104904175,-0.00084168983228276176,-0.11627258639306491
9.3390000000000004,0.24330000579357147,-0.0042929643332355943,-0.072839352093930818
9.3719999999999999,0.24359999597072601,-0.0060606710236482085,0.010061406902328754
9.4049999999999994,0.24289999902248383,-0.0065656799057917875,0.21185577775595391
9.4380000000000006,0.24259999394416809,0.0062289864125877085,0.63528203133029137
9.4710000000000001,0.24390000104904175,0.018771135746830703,1.7228256717825499
9.5039999999999996,0.24330000579357147,0.07104375697546951,4.056770532772906
9.5370000000000008,0.24259999394416809,0.2910774640161975,6.004204974697636
9.5700000000000003,0.26050001382827759,0.56439386022211868,5.1029365340016817
9.6029999999999998,0.28529998660087585,0.68762613717555021,2.3014248217333821
9.6359999999999992,0.30939999222755432,0.69250856284741757,-0.084245231971334336
9.6690000000000005,0.33180001378059387,0.64772726209075027,-1.4572650509053757
9.702,0.35249999165534973,0.58215472734335938,-2.2178143765430471
9.7349999999999994,0.37079998850822449,0.49680140283372415,-2.7218711577014436
9.7680000000000007,0.38560000061988831,0.39882170230852432,-3.0769247206390435
9.8010000000000002,0.39730000495910645,0.29225597277233611,-3.3584313463576332
9.8339999999999996,0.40520000457763672,0.17533672076684367,-3.5492856305979203
9.8670000000000009,0.40900000929832458,0.053703584253587122,-3.5703778501719547
9.9000000000000004,0.40869998931884766,-0.067003422513955954,-3.3402833262175484
9.9329999999999998,0.40450000762939453,-0.1753030551804452,-2.8698798354554094
9.9659999999999993,0.39629998803138733,-0.25904881031023363,-2.3196011060021635
9.9990000000000006,0.38490000367164612,-0.31178427063655406,-1.900410164019841
